blk_no,street,bldg_contract_town,lat,lon,postal,full_address
786E,WOODLANDS DR 60,WL,1.447081041,103.8005638,735786,786E WOODLANDS DRIVE 60 SINGAPORE 735786
786F,WOODLANDS DR 60,WL,1.446249721,103.800418,736786,786F WOODLANDS DRIVE 60 SINGAPORE 736786
787,CHOA CHU KANG NTH 6,CCK,1.395820353,103.7477526,682787,787 CHOA CHU KANG NORTH 6 SINGAPORE 682787
787,YISHUN RING RD,YS,1.421036139,103.8320626,760787,787 YISHUN RING ROAD KHATIB VALE SINGAPORE 760787
787B,WOODLANDS CRES,WL,1.44456207,103.8008116,732787,787B WOODLANDS CRESCENT SINGAPORE 732787
787C,WOODLANDS CRES,WL,1.444867758,103.8011737,733787,787C WOODLANDS CRESCENT SINGAPORE 733787
787D,WOODLANDS CRES,WL,1.445117271,103.8017333,734787,787D WOODLANDS CRESCENT SINGAPORE 734787
787E,WOODLANDS CRES,WL,1.44492134,103.8022971,735787,787E WOODLANDS CRESCENT SINGAPORE 735787
788,CHOA CHU KANG NTH 6,CCK,1.39579181,103.7482876,680788,788 CHOA CHU KANG NORTH 6 SINGAPORE 680788
788,WOODLANDS AVE 6,WL,1.443250874,103.8017717,730788,788 WOODLANDS AVENUE 6 SINGAPORE 730788
788,YISHUN AVE 2,YS,1.421064828,103.8339785,760788,788 YISHUN AVENUE 2 KHATIB VALE SINGAPORE 760788
788B,WOODLANDS CRES,WL,1.443712572,103.8012276,732788,788B WOODLANDS CRESCENT SINGAPORE 732788
788C,WOODLANDS CRES,WL,1.443871798,103.8018334,733788,788C WOODLANDS CRESCENT SINGAPORE 733788
788D,WOODLANDS CRES,WL,1.443915819,103.8025543,734788,788D WOODLANDS CRESCENT SINGAPORE 734788
788E,WOODLANDS CRES,WL,1.444417498,103.8023373,735788,788E WOODLANDS CRESCENT SINGAPORE 735788
789,CHOA CHU KANG NTH 6,CCK,1.39587445,103.7491625,680789,789 CHOA CHU KANG NORTH 6 SINGAPORE 680789
789,WOODLANDS AVE 6,WL,1.443370466,103.8024064,730789,789 WOODLANDS AVENUE 6 SINGAPORE 730789
789,YISHUN AVE 2,YS,1.420542469,103.8341675,760789,789 YISHUN AVENUE 2 KHATIB VALE SINGAPORE 760789
79,BEDOK NTH RD,BD,1.327691945,103.9407637,460079,79 BEDOK NORTH ROAD SINGAPORE 460079
79,CHAY YAN ST,BM,1.282544643,103.8308012,160079,79 CHAY YAN STREET TIONG BAHRU ESTATE SINGAPORE 160079
79,DAWSON RD,QT,1.294590832,103.8103266,141079,79 DAWSON ROAD DAWSON VISTA SINGAPORE 141079
79,INDUS RD,BM,1.291074624,103.8286902,161079,79 INDUS ROAD INDUS GARDEN SINGAPORE 161079
79,MARINE DR,MP,1.301533134,103.907812,440079,79 MARINE DRIVE MARINE DRIVE VIEW SINGAPORE 440079
79A,TOA PAYOH CTRL,TP,1.334531295,103.8475657,311079,79A TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 311079
79B,TOA PAYOH CTRL,TP,1.334640783,103.8479903,312079,79B TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 312079
79C,TOA PAYOH CTRL,TP,1.334660579,103.8485778,313079,79C TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 313079
79D,TOA PAYOH CTRL,TP,1.334640844,103.8491655,314079,79D TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 314079
79E,TOA PAYOH CTRL,TP,1.334727136,103.849823,315079,79E TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 315079
790,CHOA CHU KANG NTH 6,CCK,1.395930126,103.7497309,680790,790 CHOA CHU KANG NORTH 6 SINGAPORE 680790
790,WOODLANDS AVE 6,WL,1.442796647,103.8028573,730790,790 WOODLANDS AVENUE 6 SINGAPORE 730790
790,YISHUN AVE 2,YS,1.420000055,103.8337945,760790,790 YISHUN AVENUE 2 KHATIB VALE SINGAPORE 760790
791,CHOA CHU KANG NTH 6,CCK,1.395564355,103.7499871,680791,791 CHOA CHU KANG NORTH 6 SINGAPORE 680791
791,WOODLANDS AVE 6,WL,1.44274811,103.8022385,730791,791 WOODLANDS AVENUE 6 SINGAPORE 730791
791,YISHUN AVE 2,YS,1.42051978,103.8335644,760791,791 YISHUN AVENUE 2 KHATIB VALE SINGAPORE 760791
792,CHOA CHU KANG NTH 6,CCK,1.395166013,103.749224,680792,792 CHOA CHU KANG NORTH 6 SINGAPORE 680792
792,WOODLANDS AVE 6,WL,1.44214857,103.8022986,730792,792 WOODLANDS AVENUE 6 SINGAPORE 730792
792,YISHUN RING RD,YS,1.420500376,103.8323761,760792,792 YISHUN RING ROAD KHATIB VALE SINGAPORE 760792
793,WOODLANDS AVE 6,WL,1.442394113,103.8028495,730793,793 WOODLANDS AVENUE 6 SINGAPORE 730793
793,YISHUN RING RD,YS,1.420509897,103.8318634,760793,793 YISHUN RING ROAD KHATIB VALE SINGAPORE 760793
794,WOODLANDS DR 72,WL,1.442574491,103.8035941,730794,794 WOODLANDS DRIVE 72 SINGAPORE 730794
794,YISHUN RING RD,YS,1.419965522,103.8322044,760794,794 YISHUN RING ROAD KHATIB VALE SINGAPORE 760794
795,WOODLANDS DR 72,WL,1.442820351,103.8041462,730795,795 WOODLANDS DRIVE 72 SINGAPORE 730795
795,YISHUN RING RD,YS,1.419694312,103.8325512,760795,795 YISHUN RING ROAD KHATIB VALE SINGAPORE 760795
795A,YISHUN RING RD,YS,1.419411849,103.8328413,761795,795A YISHUN RING ROAD KHATIB VALE SINGAPORE 761795
796,WOODLANDS DR 72,WL,1.443195068,103.8030525,730796,796 WOODLANDS DRIVE 72 SINGAPORE 730796
796,YISHUN RING RD,YS,1.419709567,103.8334482,760796,796 YISHUN RING ROAD KHATIB VALE SINGAPORE 760796
796A,YISHUN RING RD,YS,1.419356831,103.8330734,761796,796A YISHUN RING ROAD KHATIB VALE SINGAPORE 761796
797,WOODLANDS DR 72,WL,1.443656563,103.8030477,730797,797 WOODLANDS DRIVE 72 SINGAPORE 730797
797,YISHUN RING RD,YS,1.419197045,103.8335943,760797,797 YISHUN RING ROAD KHATIB VALE SINGAPORE 760797
798,WOODLANDS DR 72,WL,1.44371803,103.8036343,730798,798 WOODLANDS DRIVE 72 SINGAPORE 730798
798,YISHUN RING RD,YS,1.418874024,103.8332912,760798,798 YISHUN RING ROAD KHATIB VALE SINGAPORE 760798
799,YISHUN RING RD,YS,1.419140508,103.8325924,760799,799 YISHUN RING ROAD KHATIB VALE SINGAPORE 760799
799A,WOODLANDS DR 60,WL,1.44664948,103.7997286,731799,799A WOODLANDS DRIVE 60 WOODLANDS SPRING SINGAPORE 731799
799B,WOODLANDS DR 60,WL,1.446167561,103.7994605,732799,799B WOODLANDS DRIVE 60 WOODLANDS SPRING SINGAPORE 732799
8,BEDOK STH AVE 2,BD,1.32284177,103.9360468,460008,8 BEDOK SOUTH AVENUE 2 SINGAPORE 460008
8,BOON KENG RD,KWN,1.316424896,103.8615016,330008,8 BOON KENG ROAD CITY VIEW @ BOON KENG SINGAPORE 330008
8,CANTONMENT CL,BM,1.275801013,103.8390326,081008,8 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 081008
8,EMPRESS RD,BT,1.316411901,103.8053738,260008,8 EMPRESS ROAD FARRER GARDENS SINGAPORE 260008
8,FRENCH RD,KWN,1.307206118,103.8607339,200008,8 FRENCH ROAD SINGAPORE 200008
8,GHIM MOH RD,QT,1.310572276,103.7876431,270008,8 GHIM MOH ROAD SINGAPORE 270008
8,HAIG RD,GL,1.313669795,103.8960696,430008,8 HAIG ROAD HAIG VIEW SINGAPORE 430008
8,HOLLAND AVE,QT,1.306514064,103.794223,271008,8 HOLLAND AVENUE SINGAPORE 271008
8,JLN BATU,KWN,1.30263934,103.8831797,431008,8 JALAN BATU DI TANJONG RHU SINGAPORE 431008
8,JLN BT HO SWEE,BM,1.287526863,103.8320205,161008,8 JALAN BUKIT HO SWEE BUKIT HO SWEE VIEW SINGAPORE 161008
8,JLN RUMAH TINGGI,BM,1.288575947,103.8078682,150008,8 JALAN RUMAH TINGGI RUMAH TINGGI VIEW SINGAPORE 150008
8,JLN KUKOH,CT,1.287377627,103.8394071,162008,8 JALAN KUKOH CHIN SWEE VIEW SINGAPORE 162008
8,JOO SENG RD,TP,1.335201434,103.878703,360008,8 JOO SENG ROAD JOO SENG GREEN SINGAPORE 360008
8,KIM TIAN PL,BM,1.283029656,103.8272367,163008,8 KIM TIAN PLACE SINGAPORE 163008
8,LOR 7 TOA PAYOH,TP,1.337880501,103.8566128,310008,8 LORONG 7 TOA PAYOH TOA PAYOH COURT SINGAPORE 310008
8,LOR LEW LIAN,SGN,1.348908689,103.8767157,531008,8 LORONG LEW LIAN LEW LIAN GARDENS SINGAPORE 531008
8,MARINE TER,MP,1.304364656,103.9161086,440008,8 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440008
8,MARSILING DR,WL,1.441345041,103.7771827,730008,8 MARSILING DRIVE MARSILING GARDENS SINGAPORE 730008
8,NTH BRIDGE RD,KWN,1.304586227,103.864004,190008,8 NORTH BRIDGE ROAD SINGAPORE 190008
8,SELEGIE RD,CT,1.303206671,103.8504934,180008,8 SELEGIE ROAD SELEGIE HOUSE SINGAPORE 180008
8,ST. GEORGE'S LANE,KWN,1.323575758,103.8598772,320008,8 SAINT GEORGE'S LANE SINGAPORE 320008
8,TECK WHYE AVE,CCK,1.38066227,103.7546706,680008,8 TECK WHYE AVENUE TECK WHYE HEIGHTS II SINGAPORE 680008
8,TELOK BLANGAH CRES,BM,1.277795391,103.8193413,090008,8 TELOK BLANGAH CRESCENT SINGAPORE 090008
8,TG PAGAR PLAZA,CT,1.277272573,103.8429172,080008,8 TANJONG PAGAR PLAZA SINGAPORE 080008
8,TOH YI DR,BT,1.337964912,103.7740157,590008,8 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590008
8A,BOON TIONG RD,BM,1.28652537,103.8301248,164008,8A BOON TIONG ROAD BOON TIONG ARCADIA SINGAPORE 164008
8A,UPP BOON KENG RD,KWN,1.312917571,103.8697431,381008,8A UPPER BOON KENG ROAD KALLANG TRIVISTA SINGAPORE 381008
8B,BOON TIONG RD,BM,1.287016949,103.8303033,165008,8B BOON TIONG ROAD BOON TIONG ARCADIA SINGAPORE 165008
8B,UPP BOON KENG RD,KWN,1.312344472,103.8698983,382008,8B UPPER BOON KENG ROAD KALLANG TRIVISTA SINGAPORE 382008
8C,UPP BOON KENG RD,KWN,1.313169458,103.8708193,383008,8C UPPER BOON KENG ROAD KALLANG TRIVISTA SINGAPORE 383008
80,BEDOK NTH RD,BD,1.32848132,103.9406116,460080,80 BEDOK NORTH ROAD SINGAPORE 460080
80,CHAY YAN ST,BM,1.282890542,103.8312361,160080,80 CHAY YAN STREET TIONG BAHRU ESTATE SINGAPORE 160080
80,LOR 4 TOA PAYOH,TP,1.335263461,103.8485168,310080,80 LORONG 4 TOA PAYOH SINGAPORE 310080
80,MARINE PARADE CTRL,MP,1.302482026,103.9077388,440080,80 MARINE PARADE CENTRAL MARINE PARADE PROMENADE SINGAPORE 440080
80,REDHILL LANE,BM,1.287807255,103.818782,150080,80 REDHILL LANE SINGAPORE 150080
80,STRATHMORE AVE,QT,1.294561391,103.8096921,141080,80 STRATHMORE AVENUE SINGAPORE 141080
80A,LOR 4 TOA PAYOH,TP,1.335291574,103.8492471,311080,80A LORONG 4 TOA PAYOH SINGAPORE 311080
80A,TELOK BLANGAH ST 31,BM,1.27368174,103.8065794,101080,80A TELOK BLANGAH STREET 31 TELOK BLANGAH TOWERS SINGAPORE 101080
80B,LOR 4 TOA PAYOH,TP,1.335294011,103.8498882,312080,80B LORONG 4 TOA PAYOH SINGAPORE 312080
80B,TELOK BLANGAH ST 31,BM,1.273476841,103.8068103,102080,80B TELOK BLANGAH STREET 31 TELOK BLANGAH TOWERS SINGAPORE 102080
80C,TELOK BLANGAH ST 31,BM,1.273494356,103.8072294,103080,80C TELOK BLANGAH STREET 31 TELOK BLANGAH TOWERS SINGAPORE 103080
800,YISHUN RING RD,YS,1.418725167,103.8321104,760800,800 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760800
801,FRENCH RD,KWN,1.307362418,103.8604724,200801,801 FRENCH ROAD SINGAPORE 200801
801,TAMPINES AVE 4,TAP,1.34719233,103.938014,520801,801 TAMPINES AVENUE 4 KIDS MILLENNIUM ENRICHMENT CENTRE (TAMPINES) SINGAPORE 520801
801,WOODLANDS ST 81,WL,1.441682283,103.7859847,730801,801 WOODLANDS STREET 81 SINGAPORE 730801
801,YISHUN RING RD,YS,1.418209867,103.8322407,760801,801 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760801
801A,KEAT HONG CL,CCK,1.375842814,103.7431959,681801,801A KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 681801
801A,WEST COAST CRES,CL,1.300481923,103.7639972,121801,801A WEST COAST CRESCENT WEST COAST PARKVIEW SINGAPORE 121801
801B,KEAT HONG CL,CCK,1.375824719,103.7428234,682801,801B KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 682801
801B,WEST COAST CRES,CL,1.300507938,103.7636158,122801,801B WEST COAST CRESCENT WEST COAST PARKVIEW SINGAPORE 122801
801C,KEAT HONG CL,CCK,1.375231642,103.7427666,683801,801C KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 683801
801C,WEST COAST CRES,CL,1.301134649,103.7633249,123801,801C WEST COAST CRESCENT WEST COAST PARKVIEW SINGAPORE 123801
801D,KEAT HONG CL,CCK,1.375135757,103.7430316,684801,801D KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 684801
802,FRENCH RD,KWN,1.307645824,103.8602692,200802,802 FRENCH ROAD SINGAPORE 200802
802,TAMPINES AVE 4,TAP,1.346084424,103.938034,520802,802 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520802
802,WOODLANDS ST 81,WL,1.440940295,103.786015,730802,802 WOODLANDS STREET 81 SINGAPORE 730802
802,YISHUN RING RD,YS,1.418538855,103.8317633,760802,802 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760802
802A,KEAT HONG CL,CCK,1.374515842,103.7434743,681802,802A KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 681802
802B,KEAT HONG CL,CCK,1.374741375,103.7428515,682802,802B KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 682802
802C,KEAT HONG CL,CCK,1.374793802,103.7426071,683802,802C KEAT HONG CLOSE KEAT HONG CREST SINGAPORE 683802
803,CHAI CHEE RD,BD,1.324109573,103.9225791,460803,803 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460803
803,TAMPINES AVE 4,TAP,1.345198085,103.9376886,520803,803 TAMPINES AVENUE 4 MY FIRST SKOOL SINGAPORE 520803
803,WOODLANDS ST 81,WL,1.440350676,103.7870944,730803,803 WOODLANDS STREET 81 SINGAPORE 730803
803,YISHUN RING RD,YS,1.418217946,103.8316015,760803,803 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760803
803A,KEAT HONG CL,CCK,1.373864685,103.7429701,681803,803A KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 681803
803B,KEAT HONG CL,CCK,1.373819271,103.7433672,682803,803B KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 682803
803C,KEAT HONG CL,CCK,1.373387319,103.744026,683803,803C KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 683803
803D,KEAT HONG CL,CCK,1.372896983,103.7443476,684803,803D KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 684803
804,CHAI CHEE RD,BD,1.324225073,103.9220219,460804,804 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460804
804,HOUGANG CTRL,HG,1.371151281,103.8944737,530804,804 HOUGANG CENTRAL SINGAPORE 530804
804,KING GEORGE'S AVE,KWN,1.307875079,103.860792,200804,804 KING GEORGE'S AVENUE SINGAPORE 200804
804,TAMPINES AVE 4,TAP,1.34574957,103.9373716,520804,804 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520804
804,WOODLANDS ST 81,WL,1.439970248,103.7877721,730804,804 WOODLANDS STREET 81 SINGAPORE 730804
804,YISHUN RING RD,YS,1.417900674,103.8313453,760804,804 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760804
804A,KEAT HONG CL,CCK,1.373672331,103.7420008,681804,804A KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 681804
804B,KEAT HONG CL,CCK,1.373114037,103.7418888,682804,804B KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 682804
805,CHAI CHEE RD,BD,1.324306049,103.9216254,460805,805 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460805
805,KING GEORGE'S AVE,KWN,1.308272555,103.8609007,200805,805 KING GEORGE'S AVENUE SINGAPORE 200805
805,TAMPINES AVE 4,TAP,1.346115458,103.9374085,520805,805 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520805
805,WOODLANDS ST 81,WL,1.440665109,103.7873096,730805,805 WOODLANDS STREET 81 SINGAPORE 730805
805,YISHUN RING RD,YS,1.417427227,103.8315889,760805,805 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760805
805A,KEAT HONG CL,CCK,1.372896275,103.7425687,681805,805A KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 681805
805B,KEAT HONG CL,CCK,1.372747704,103.7431574,682805,805B KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 682805
805C,KEAT HONG CL,CCK,1.372687362,103.7436182,683805,805C KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 683805
805D,KEAT HONG CL,CCK,1.372416653,103.744744,684805,805D KEAT HONG CLOSE KEAT HONG PRIDE SINGAPORE 684805
806,HOUGANG CTRL,HG,1.371078403,103.8941001,530806,806 HOUGANG CENTRAL SINGAPORE 530806
806,KING GEORGE'S AVE,KWN,1.30852678,103.861149,200806,806 KING GEORGE'S AVENUE SINGAPORE 200806
806,TAMPINES AVE 4,TAP,1.345540335,103.9368755,520806,806 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520806
806,WOODLANDS ST 81,WL,1.440987031,103.7867592,730806,806 WOODLANDS STREET 81 SINGAPORE 730806
806,YISHUN RING RD,YS,1.417221562,103.8311114,760806,806 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760806
807,KING GEORGE'S AVE,KWN,1.309288369,103.8614425,200807,807 KING GEORGE'S AVENUE SINGAPORE 200807
807,TAMPINES AVE 4,TAP,1.345866245,103.9360934,520807,807 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520807
807,WOODLANDS ST 81,WL,1.442260272,103.7875172,730807,807 WOODLANDS STREET 81 SINGAPORE 730807
807,YISHUN RING RD,YS,1.416498758,103.8315784,760807,807 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760807
807A,CHAI CHEE RD,BD,1.327073879,103.9231882,461807,807A CHAI CHEE ROAD PING YI GREENS SINGAPORE 461807
807A,CHOA CHU KANG AVE 1,CCK,1.37580546,103.7447935,681807,807A CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 681807
807B,CHAI CHEE RD,BD,1.327505852,103.923264,462807,807B CHAI CHEE ROAD PING YI GREENS SINGAPORE 462807
807B,CHOA CHU KANG AVE 1,CCK,1.376044182,103.7451709,682807,807B CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 682807
807C,CHAI CHEE RD,BD,1.327997941,103.9232486,463807,807C CHAI CHEE ROAD PING YI GREENS SINGAPORE 463807
807C,CHOA CHU KANG AVE 1,CCK,1.376156002,103.7458213,683807,807C CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 683807
808,TAMPINES AVE 4,TAP,1.346494838,103.9360476,520808,808 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520808
808,WOODLANDS ST 81,WL,1.44228124,103.7869156,730808,808 WOODLANDS STREET 81 SINGAPORE 730808
808,YISHUN RING RD,YS,1.416914529,103.8309518,760808,808 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760808
808A,CHAI CHEE RD,BD,1.326870446,103.9238482,461808,808A CHAI CHEE ROAD PING YI GREENS SINGAPORE 461808
808A,CHOA CHU KANG AVE 1,CCK,1.375479876,103.7453733,681808,808A CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 681808
808B,CHAI CHEE RD,BD,1.327472422,103.9238683,462808,808B CHAI CHEE ROAD PING YI GREENS SINGAPORE 462808
808B,CHOA CHU KANG AVE 1,CCK,1.375592498,103.7460213,682808,808B CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 682808
808C,CHAI CHEE RD,BD,1.32789303,103.9238749,463808,808C CHAI CHEE ROAD PING YI GREENS SINGAPORE 463808
808C,CHOA CHU KANG AVE 1,CCK,1.375031351,103.7461866,683808,808C CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 683808
808D,CHOA CHU KANG AVE 1,CCK,1.374884453,103.745409,684808,808D CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 684808
809,HOUGANG CTRL,HG,1.371196033,103.8936682,530809,809 HOUGANG CENTRAL SINGAPORE 530809
809,TAMPINES AVE 4,TAP,1.346120921,103.9364733,520809,809 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520809
809,WOODLANDS ST 81,WL,1.443020036,103.7879158,730809,809 WOODLANDS STREET 81 SINGAPORE 730809
809,YISHUN RING RD,YS,1.416627723,103.8307409,760809,809 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760809
809A,CHOA CHU KANG AVE 1,CCK,1.375209773,103.7450182,681809,809A CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 681809
809B,CHOA CHU KANG AVE 1,CCK,1.374761886,103.7449651,682809,809B CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 682809
81,BEDOK NTH RD,BD,1.328915582,103.9405287,460081,81 BEDOK NORTH ROAD SINGAPORE 460081
81,C'WEALTH CL,QT,1.303787444,103.8003853,140081,81 COMMONWEALTH CLOSE COMMONWEALTH HEIGHTS SINGAPORE 140081
81,LOR 4 TOA PAYOH,TP,1.335410349,103.8504235,310081,81 LORONG 4 TOA PAYOH SINGAPORE 310081
81,MACPHERSON LANE,GL,1.332169382,103.8862967,360081,81 MACPHERSON LANE MACPHERSON VIEW SINGAPORE 360081
81,MARINE PARADE CTRL,MP,1.302641286,103.9070732,440081,81 MARINE PARADE CENTRAL MARINE PARADE PROMENADE SINGAPORE 440081
81,REDHILL LANE,BM,1.287758183,103.8194936,150081,81 REDHILL LANE SINGAPORE 150081
81,STRATHMORE AVE,QT,1.294620407,103.8092773,141081,81 STRATHMORE AVENUE SINGAPORE 141081
81,TIONG POH RD,BM,1.282596694,103.8328788,160081,81 TIONG POH ROAD TIONG BAHRU ESTATE SINGAPORE 160081
81A,LOR 4 TOA PAYOH,TP,1.335658357,103.8500776,311081,81A LORONG 4 TOA PAYOH SINGAPORE 311081
81B,LOR 4 TOA PAYOH,TP,1.335969764,103.8497768,312081,81B LORONG 4 TOA PAYOH SINGAPORE 312081
810,JURONG WEST ST 81,JW,1.346886273,103.6954714,640810,810 JURONG WEST STREET 81 SINGAPORE 640810
810,TAMPINES AVE 4,TAP,1.346454633,103.9366114,520810,810 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520810
810,WOODLANDS ST 81,WL,1.442672212,103.7881523,730810,810 WOODLANDS STREET 81 SINGAPORE 730810
810,YISHUN RING RD,YS,1.416100664,103.8319012,760810,810 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760810
810A,CHOA CHU KANG AVE 7,CCK,1.374546441,103.7463042,681810,810A CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 681810
810B,CHOA CHU KANG AVE 7,CCK,1.374217649,103.7454677,682810,810B CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 682810
811,FRENCH RD,KWN,1.307753701,103.8612919,200811,811 FRENCH ROAD SINGAPORE 200811
811,HOUGANG CTRL,HG,1.371871116,103.8937902,530811,811 HOUGANG CENTRAL SINGAPORE 530811
811,JURONG WEST ST 81,JW,1.346334199,103.6965312,640811,811 JURONG WEST STREET 81 SINGAPORE 640811
811,TAMPINES AVE 4,TAP,1.346572757,103.9373403,520811,811 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520811
811,YISHUN RING RD,YS,1.416425886,103.8322133,760811,811 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760811
811A,CHOA CHU KANG AVE 7,CCK,1.373733233,103.7459476,681811,811A CHOA CHU KANG AVENUE 7 BRICKLAND COMMUNITY CENTRE SINGAPORE 681811
811B,CHOA CHU KANG AVE 7,CCK,1.373121458,103.7453822,682811,811B CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 682811
812,JURONG WEST ST 81,JW,1.346308544,103.6958638,640812,812 JURONG WEST STREET 81 SINGAPORE 640812
812,TAMPINES AVE 4,TAP,1.346954032,103.9373329,520812,812 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520812
812,YISHUN RING RD,YS,1.417120156,103.8321969,760812,812 YISHUN RING ROAD KHATIB GARDENS SINGAPORE 760812
812A,CHOA CHU KANG AVE 7,CCK,1.373383202,103.7467958,681812,812A CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 681812
812B,CHOA CHU KANG AVE 7,CCK,1.372980728,103.7462493,682812,812B CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 682812
812C,CHOA CHU KANG AVE 7,CCK,1.372760983,103.7459178,683812,812C CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 683812
813,JELLICOE RD,KWN,1.307297672,103.8621106,200813,813 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200813
813,JURONG WEST ST 81,JW,1.345983862,103.6958294,640813,813 JURONG WEST STREET 81 SINGAPORE 640813
813,TAMPINES ST 81,TAP,1.346950818,103.9364162,520813,813 TAMPINES STREET 81 TAMPINES POLYVIEW SINGAPORE 520813
813A,CHOA CHU KANG AVE 7,CCK,1.37397667,103.7450199,681813,813A CHOA CHU KANG AVENUE 7 KEAT HONG COLOURS SINGAPORE 681813
813A,YISHUN RING RD,YS,1.418249203,103.8325952,761813,813A YISHUN RING ROAD KHATIB COURT SINGAPORE 761813
813B,YISHUN RING RD,YS,1.417389133,103.8323685,762813,813B YISHUN RING ROAD KHATIB COURT SINGAPORE 762813
814,JURONG WEST ST 81,JW,1.345667861,103.6957916,640814,814 JURONG WEST STREET 81 SINGAPORE 640814
814,TAMPINES ST 81,TAP,1.347283604,103.9365539,520814,814 TAMPINES STREET 81 TAMPINES POLYVIEW SINGAPORE 520814
815,JELLICOE RD,KWN,1.306930308,103.8617149,200815,815 JELLICOE ROAD LAVENDER GARDENS SINGAPORE 200815
815,JURONG WEST ST 81,JW,1.345332324,103.695851,640815,815 JURONG WEST STREET 81 SINGAPORE 640815
815,TAMPINES AVE 4,TAP,1.347346927,103.937409,520815,815 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520815
815A,CHOA CHU KANG AVE 7,CCK,1.376078467,103.7469031,681815,815A CHOA CHU KANG AVENUE 7 KEAT HONG QUAD SINGAPORE 681815
815B,CHOA CHU KANG AVE 7,CCK,1.376846261,103.7473768,682815,815B CHOA CHU KANG AVENUE 7 KEAT HONG QUAD SINGAPORE 682815
